Age,Annual_Income,Loan_Amount,Existing_Debts,Credit_Utilization,Payment_History,Credit_History_Length,Savings_Balance,EMI_Amount,Debt_to_Income_Ratio,Creditworthy
43,633797,970569,484070,14,89,6,344894,34013,76.38,0
45,1480020,445252,316956,57,79,3,33968,32654,21.42,0
55,1188793,610102,202682,52,57,25,316768,42848,17.05,0
50,1000607,765054,182572,35,51,26,374542,44171,18.25,0
37,337263,460140,432834,41,63,20,590034,24054,128.34,0
40,545578,441637,381234,32,59,26,342408,9192,69.88,0
45,1102153,110204,361198,35,99,4,134458,3184,32.77,1
42,247645,607132,418660,74,67,12,832929,46206,169.06,0
33,439608,298827,217054,18,67,13,410457,37019,49.37,0
39,747571,295256,487295,91,65,2,748356,17281,65.18,0
56,549115,394087,449802,20,54,19,217080,6863,81.91,0
32,302780,71518,418005,29,80,4,726999,10702,138.06,0
39,1017166,460275,394833,43,86,23,551345,37539,38.82,0
32,1249091,597340,259711,70,69,13,321844,14536,20.79,0
29,1053159,830634,100834,42,72,19,789176,43088,9.57,0
27,1095596,644091,134405,45,81,8,548720,17077,12.27,0
48,533977,121524,40002,44,91,8,595776,26273,7.49,0
34,783043,798870,255549,68,66,16,633487,32052,32.64,0
51,708175,568855,456836,93,62,26,553241,3419,64.51,0
39,1322446,926004,218760,20,98,11,266039,14518,16.54,1
36,1385656,976184,482843,86,99,18,223905,8396,34.85,0
25,296502,641309,393727,81,62,4,125864,20012,132.79,0
55,790611,785609,374994,63,66,24,508793,41077,47.43,0
32,632206,332187,130011,95,64,1,737592,12981,20.56,0
45,937902,52419,168922,15,75,1,39347,34453,18.01,1
41,891804,762252,121548,5,93,14,555537,3756,13.63,1
56,628556,171831,475388,17,77,4,456674,6023,75.63,0
43,535468,818976,479269,34,91,11,226265,27418,89.5,0
36,680350,676087,31786,73,94,18,491712,22219,4.67,0
59,696232,984644,467572,22,79,16,123346,46326,67.16,0
59,731821,486700,298388,82,92,17,975172,19356,40.77,0
34,1075817,244941,205786,17,84,24,879874,18094,19.13,1
51,1166540,226282,67261,36,71,2,902213,38853,5.77,0
25,450231,894032,280621,75,59,4,406018,6646,62.33,0
55,1261516,952899,177605,76,60,3,897858,47925,14.08,0
43,580171,390641,427685,54,87,15,645374,44927,73.72,0
49,741220,682899,270640,75,82,2,766120,12991,36.51,0
31,1474953,187559,120522,84,55,24,290177,19978,8.17,0
38,650043,897124,405486,35,86,19,569376,18476,62.38,0
32,1178935,636400,207080,55,56,9,643289,36723,17.57,0
29,1273224,998614,282868,31,93,10,813959,25787,22.22,1
30,1230451,289040,292560,64,61,21,939468,27157,23.78,0
37,232966,852792,35575,37,56,25,313149,49509,15.27,0
58,620993,807739,474406,57,51,19,750594,45791,76.39,0
27,363639,795778,76614,97,50,28,276550,10635,21.07,0
33,446331,395182,93566,76,72,5,454977,15932,20.96,0
29,1134678,556805,252061,37,74,14,104538,37911,22.21,0
47,1291174,315161,204180,45,67,10,465563,41412,15.81,0
22,390271,398405,410624,23,93,16,738487,36765,105.22,0
25,607014,241196,127192,89,56,6,144191,38976,20.95,0
49,1182868,821706,19359,45,52,25,781448,10946,1.64,0
57,1047516,795658,401914,89,78,8,68935,20363,38.37,0
58,899597,494165,201464,93,59,2,788247,15387,22.39,0
39,855538,763628,224135,46,92,18,68327,4605,26.2,0
28,448004,640608,432708,27,54,29,980253,42405,96.59,0
21,1203510,285067,467997,79,83,21,855526,10152,38.89,0
42,217118,786661,43634,37,57,21,752769,33898,20.1,0
37,1271192,867559,117255,24,63,21,111815,36415,9.22,0
27,331870,446412,42864,29,89,20,374276,31343,12.92,1
45,202795,387232,356626,94,55,8,354629,46039,175.86,0
24,1346038,230786,37355,56,50,27,935155,48477,2.78,0
56,987163,344065,37690,16,82,5,954400,48654,3.82,1
26,1380777,841178,431030,36,89,17,107196,40441,31.22,1
51,359094,904967,162717,37,60,16,117396,32848,45.31,0
39,463749,115350,215886,78,99,26,20370,44394,46.55,0
59,1326082,231417,203811,72,73,5,840984,4729,15.37,0
47,964601,290678,56630,19,59,17,635363,38199,5.87,0
30,1292706,393275,179243,55,93,4,409993,32455,13.87,0
46,1146769,72063,21658,10,72,1,665473,30812,1.89,0
39,363402,691404,239204,95,65,22,403747,2024,65.82,0
59,1054901,514952,277941,73,86,6,675074,27228,26.35,0
23,1394835,925345,320943,73,65,1,668770,40807,23.01,0
33,619007,391090,380445,86,93,28,609060,17921,61.46,0
48,1450258,227043,229414,96,80,24,654815,33179,15.82,0
40,423034,184670,489710,39,55,4,296752,38359,115.76,0
48,709394,60564,314380,90,79,2,280468,33037,44.32,0
28,744061,816412,6265,38,86,13,610983,34275,0.84,1
59,990671,801794,125611,67,50,14,961998,37692,12.68,0
21,483007,566939,203206,72,91,17,326366,9872,42.07,0
23,513559,361869,493935,22,74,11,706345,26335,96.18,0
33,268968,660422,475894,30,95,3,631931,21607,176.93,0
48,693891,155940,446710,90,70,7,962920,35961,64.38,0
45,784718,636373,383898,65,84,10,762731,25466,48.92,0
53,1498648,592150,445484,82,87,11,317744,16762,29.73,0
58,201515,322409,158070,99,54,10,19453,19930,78.44,0
26,297206,190777,91426,78,98,8,110369,5655,30.76,0
52,445282,236351,487630,92,99,5,431137,6019,109.51,0
41,607821,636759,454555,89,61,23,338613,37342,74.78,0
36,1042672,141080,407522,52,54,2,106544,40314,39.08,0
41,205586,523050,195078,76,58,28,207658,20664,94.89,0
31,1218725,506195,178417,35,93,28,821824,48445,14.64,1
57,1108806,367972,142957,38,58,15,173249,49978,12.89,0
56,969565,541422,109681,91,84,16,720542,17924,11.31,0
55,744999,429028,305970,93,50,4,268155,47255,41.07,0
39,220039,682295,55597,11,96,22,770780,23546,25.27,1
40,406555,620392,400659,87,59,28,522947,15830,98.55,0
38,1198899,615222,97375,11,95,28,68081,13642,8.12,1
34,1468306,828894,247077,51,88,16,884819,24086,16.83,0
35,201577,950852,279228,12,85,12,414322,38947,138.52,0
51,307792,580338,351591,82,86,28,62754,48791,114.23,0
21,1145854,749312,4383,5,97,14,16878,31462,0.38,1
23,1487116,529786,92313,81,84,12,535080,40140,6.21,0
36,1151302,320628,296505,7,66,28,21367,46202,25.75,0
43,1477082,374792,80294,57,62,21,573019,45329,5.44,0
31,210785,372089,61331,96,55,16,281691,33076,29.1,0
32,1320803,759038,95057,42,86,16,896121,45782,7.2,0
30,1105112,605611,151601,55,97,22,562856,44339,13.72,0
52,1048389,136332,189646,19,81,12,530480,42358,18.09,1
36,1058326,931037,219699,71,60,2,335051,23203,20.76,0
28,1496517,530579,383829,68,66,23,584500,48939,25.65,0
58,350653,305540,498546,72,54,24,707691,45366,142.18,0
32,517336,304547,96917,9,55,29,860811,28856,18.73,0
44,463606,846747,494132,94,59,14,669498,47490,106.58,0
48,590992,360112,293076,93,82,11,912269,46642,49.59,0
28,1133015,731879,264052,14,79,9,188184,10486,23.31,1
48,424737,321251,498474,12,70,22,214301,33158,117.36,0
56,1094235,564756,423574,16,91,7,152466,15681,38.71,1
46,843970,630069,30412,68,66,29,361556,12701,3.6,0
28,586213,316013,390463,63,76,12,704455,16372,66.61,0
48,1303036,917415,345854,71,52,29,930857,27611,26.54,0
48,599437,994874,253928,95,78,17,529038,6523,42.36,0
57,616690,505911,212104,54,51,9,449348,46793,34.39,0
56,1223577,503638,2928,27,78,6,861496,21233,0.24,1
47,1363951,582259,327302,44,98,12,589409,25955,24.0,0
37,1099092,933237,161704,82,85,20,287349,4763,14.71,0
29,352117,829215,32309,91,83,10,669988,48524,9.18,0
53,1077751,337795,271424,99,86,9,586888,47259,25.18,0
40,1365158,369118,40449,81,91,12,367670,43621,2.96,0
33,1122426,544509,480387,80,50,1,834527,20442,42.8,0
48,878066,73446,289101,22,75,2,627447,26882,32.92,1
49,252949,831707,167967,25,50,19,135590,3465,66.4,0
33,663930,219180,332643,5,53,1,68844,5451,50.1,0
55,295558,578111,93057,42,88,16,712409,17061,31.49,0
26,1209260,194526,229223,45,63,16,555721,1015,18.96,0
38,989148,709292,372209,46,95,18,255828,5410,37.63,0
25,1396222,977724,152767,13,67,18,102060,19964,10.94,0
45,917186,255162,74893,27,83,23,153165,6135,8.17,1
22,271916,117965,456339,82,50,26,783556,49592,167.82,0
30,972378,995712,287320,15,71,13,288828,8948,29.55,0
50,1323270,516196,149481,75,65,22,779651,5789,11.3,0
25,613867,322654,255536,35,71,12,725681,42028,41.63,0
53,1055126,487261,319111,92,99,9,131485,9602,30.24,0
21,1229242,715897,987,30,65,5,225592,8232,0.08,0
38,270474,515899,447678,34,77,9,585593,44819,165.52,0
52,550068,155935,198573,38,77,13,465241,48950,36.1,1
31,1191921,905566,236692,50,71,16,155979,5835,19.86,0
41,926499,807993,358998,73,55,28,850489,27066,38.75,0
46,1021412,908686,26015,9,74,10,940425,29381,2.55,0
45,1303546,551443,487943,65,91,16,95938,37111,37.43,0
42,841232,303978,374494,87,51,14,712154,11769,44.52,0
47,604911,719142,328548,42,56,25,340762,17656,54.31,0
33,611012,426924,116751,32,66,2,606898,1819,19.11,0
53,1422191,437688,390951,30,84,28,301474,36383,27.49,1
54,1369070,566404,181353,65,69,25,420839,14148,13.25,0
55,371277,902019,430362,27,93,19,463493,7069,115.91,0
21,691966,918670,48231,50,51,11,512080,6640,6.97,0
41,496303,387864,160104,34,56,19,403675,37752,32.26,0
26,1260092,652292,290449,71,81,28,136908,22274,23.05,0
48,1015518,72072,54306,96,98,11,919102,8701,5.35,0
37,383163,131015,219248,37,68,14,599325,20365,57.22,0
25,1376599,275075,121139,7,61,15,913746,4039,8.8,0
51,572339,794298,18318,73,58,25,456131,32915,3.2,0
25,1427414,122746,144318,87,76,7,983676,44642,10.11,0
58,1025169,226774,427060,46,63,15,602625,48839,41.66,0
23,471409,414404,163674,66,51,27,38831,45897,34.72,0
43,838453,449273,283728,62,70,24,682207,47889,33.84,0
57,843789,178259,247399,61,53,23,797429,46422,29.32,0
57,694670,80916,15169,5,70,25,687385,42215,2.18,0
30,1001818,601556,25968,77,97,8,894347,3487,2.59,0
30,1023857,749338,399601,64,71,4,336928,35126,39.03,0
39,321635,818254,204830,73,98,18,409600,28058,63.68,0
37,898614,73259,384828,63,51,14,875191,29108,42.82,0
41,420935,496799,115391,50,66,29,844499,9499,27.41,0
34,1302210,653688,287588,38,68,27,283342,7131,22.08,0
29,1204221,346437,234856,29,89,21,699806,36934,19.5,1
21,903022,685869,368225,46,73,18,543670,25984,40.78,0
33,1073420,57043,62497,33,69,4,558408,1825,5.82,0
24,692503,755790,5362,29,87,28,438681,2191,0.77,1
21,418599,157009,361398,58,61,2,299094,44094,86.34,0
52,437919,875325,139322,77,74,21,264816,15707,31.81,0
54,668668,259137,68354,71,72,6,921888,40553,10.22,0
48,603359,211940,36368,19,99,11,891936,29769,6.03,1
51,1028416,862741,44109,8,83,1,340606,7813,4.29,1
28,241505,569466,473805,42,81,15,287879,27350,196.19,0
59,1351054,859716,188717,24,73,12,941727,23025,13.97,0
46,1311275,963233,450213,27,91,24,640134,29992,34.33,1
54,1144461,687547,27426,41,74,18,637021,17917,2.4,0
23,1100444,150804,379776,66,52,5,156434,44827,34.51,0
32,354721,119000,112637,12,74,11,908667,23894,31.75,0
21,1210165,134179,39023,41,77,24,836418,34975,3.22,0
25,1021190,901481,384412,49,61,21,33409,25992,37.64,0
50,336668,865697,452483,37,75,19,471149,44736,134.4,0
50,478518,524706,155964,11,97,22,126909,2237,32.59,1
37,842974,834514,452448,26,93,1,614275,5943,53.67,0
43,1007461,73880,371355,9,57,17,277958,27519,36.86,0
35,808269,921011,94897,19,54,8,163960,27756,11.74,0
57,1362586,443471,452441,25,60,23,476274,44060,33.2,0
41,723472,444718,147079,93,91,16,556457,22220,20.33,0
34,606884,775552,79777,21,84,26,462342,48798,13.15,1
22,459021,901856,44858,60,76,26,786267,29694,9.77,0
31,347032,519054,438289,54,90,11,358062,49233,126.3,0
59,850807,907398,220510,11,93,27,520707,29250,25.92,1
58,1391005,222438,352186,54,87,19,531296,14942,25.32,0
54,657820,470641,345242,64,68,24,746484,34227,52.48,0
58,1089171,495544,20239,87,97,11,448343,42609,1.86,0
54,477948,819640,456185,11,81,15,943266,13769,95.45,0
38,1233237,641684,406281,44,95,8,156649,17503,32.94,0
50,359204,383838,373095,49,77,14,555219,11447,103.87,0
35,1123953,449022,41291,63,85,1,987806,9509,3.67,0
47,1087935,529490,38805,92,67,10,85506,23865,3.57,0
54,305072,853538,98831,79,59,7,180350,17134,32.4,0
58,864490,106731,149515,59,81,18,461385,17201,17.3,0
53,289360,125010,9290,68,67,12,226653,42353,3.21,0
44,262287,299091,393427,69,61,2,778669,19936,150.0,0
35,1486585,344743,345778,58,57,18,222527,14258,23.26,0
50,907062,121326,281216,44,82,29,465991,22762,31.0,0
37,892353,823164,305434,57,95,21,644153,4228,34.23,0
25,887235,387850,85186,48,87,7,889639,4410,9.6,0
49,970644,583292,277259,67,63,20,976707,1408,28.56,0
24,861414,551498,5149,6,51,27,671418,48497,0.6,0
30,430881,165018,304136,83,58,12,513073,6773,70.58,0
37,1355933,494580,279860,25,93,20,341195,37765,20.64,1
30,407440,600080,359868,92,54,25,268514,41075,88.32,0
37,753958,538968,13621,54,83,14,78866,10179,1.81,0
40,1074820,508128,400036,85,68,10,918611,6617,37.22,0
44,1407955,104645,260800,56,56,9,634266,3701,18.52,0
25,968447,581520,375209,13,88,23,720540,4907,38.74,1
54,1446735,521426,436016,24,91,15,971329,14841,30.14,1
26,394152,629054,448259,87,66,26,84514,26330,113.73,0
22,803623,694889,292543,22,75,20,354619,14407,36.4,1
33,1012744,131588,119374,88,95,24,680624,49091,11.79,0
31,1222660,229614,407218,34,76,10,560903,33199,33.31,1
43,1315561,580201,305242,69,92,19,959669,27286,23.2,0
36,1175112,686694,307655,28,77,19,647186,20859,26.18,1
51,683178,163693,315387,92,69,12,394624,7816,46.16,0
31,1419925,667737,377275,51,55,23,445938,17548,26.57,0
36,755839,60567,290894,87,57,29,700240,27831,38.49,0
28,814101,612667,222682,98,81,27,225202,18368,27.35,0
24,649813,780328,410526,94,68,12,877491,20045,63.18,0
24,1258213,312463,317542,48,81,9,273845,34385,25.24,0
45,1153197,140005,213614,33,68,29,69430,13105,18.52,0
23,1127328,947422,468423,81,73,27,501510,25644,41.55,0
52,751238,797386,248797,72,73,20,635304,6639,33.12,0
23,616704,529336,306489,21,66,4,327759,31330,49.7,0
47,200215,54791,93430,9,67,1,102519,12616,46.66,0
49,567747,540488,114921,96,61,16,778323,21580,20.24,0
52,997955,181401,91729,92,90,1,311381,33768,9.19,0
39,1055121,255459,51843,85,72,13,568666,27974,4.91,0
41,1272410,111032,141294,54,97,3,686096,46373,11.1,0
25,1217375,749438,482538,44,67,12,671703,48726,39.64,0
38,472544,925094,424725,50,65,29,550085,31550,89.88,0
48,734633,595588,131458,55,65,23,326001,48612,17.89,0
42,1282472,912132,326478,15,85,29,641911,25761,25.46,1
41,1014661,494161,329314,16,72,9,359555,11701,32.46,0
26,710269,629897,40878,17,71,4,969368,21822,5.76,0
21,1122401,241634,200741,68,88,2,182195,15970,17.88,0
25,713622,664333,169421,12,82,22,740224,22192,23.74,1
32,1320113,898333,231343,69,73,22,339705,36847,17.52,0
46,597783,842135,415168,13,69,9,664884,24103,69.45,0
54,853936,798005,90352,96,82,20,665465,29857,10.58,0
34,1099084,375259,414745,6,80,24,629194,44646,37.74,1
46,670455,269162,464519,82,89,13,96379,18311,69.28,0
47,868689,77676,434737,17,57,14,815908,22443,50.05,0
29,432117,504926,18383,6,59,29,729507,17944,4.25,0
46,1461862,957764,135973,72,50,3,183184,34957,9.3,0
42,761340,794700,305033,80,70,18,320754,15974,40.07,0
50,650985,750800,14633,52,74,9,469450,47984,2.25,0
37,246032,217995,62244,78,81,15,890411,47893,25.3,0
46,704910,341946,391321,7,95,22,709590,36136,55.51,0
56,1206225,402475,412379,72,95,27,575994,27314,34.19,0
21,1063413,506120,190091,10,59,24,900807,30852,17.88,0
28,823090,174786,403923,91,97,27,599320,5953,49.07,0
55,1120313,901601,219184,9,58,10,182992,25282,19.56,0
35,1482913,642435,345741,7,69,25,685235,12237,23.31,0
42,1421433,596363,176173,14,97,17,340977,38148,12.39,1
34,629763,918447,175778,47,69,13,193201,29448,27.91,0
46,504962,780076,208156,23,89,1,75744,32771,41.22,0
48,541609,59304,15115,18,56,11,685060,46721,2.79,0
43,950887,179851,75379,25,60,5,883759,3588,7.93,0
34,837509,432873,233553,47,70,9,213841,15815,27.89,0
44,499477,109622,39979,32,87,7,142963,7356,8.0,1
22,1375033,366359,171713,25,96,7,461736,21069,12.49,1
46,1368451,910405,69377,40,68,2,581882,42889,5.07,0
34,1080432,682942,252858,28,95,19,898242,15695,23.4,1
27,666995,455737,6416,58,64,20,336334,21783,0.96,0
23,755889,299109,403849,42,55,18,405255,2403,53.43,0
43,1054378,336172,390929,21,59,10,291817,42159,37.08,0
38,828474,613616,496405,26,95,25,52412,29327,59.92,0
58,1049326,339445,131666,87,65,5,246021,3285,12.55,0
55,889995,350159,407609,49,94,16,129449,9862,45.8,0
35,1477623,792636,428596,78,60,29,169508,2728,29.01,0
45,292850,611133,176128,65,84,23,149258,12430,60.14,0
57,1096197,923250,481495,15,57,27,860140,35017,43.92,0
48,1442522,650682,392508,65,77,25,10434,34646,27.21,0
30,670949,225231,359651,42,52,5,675879,29922,53.6,0
59,1015943,355858,118243,70,51,15,814462,12543,11.64,0
37,1067392,130722,398077,37,63,22,349035,27563,37.29,0
59,1166325,337374,103070,47,78,16,459035,26553,8.84,0
42,1497776,666842,36126,35,96,4,876296,49860,2.41,1
46,925527,99262,80382,39,52,14,801690,41470,8.68,0
45,683410,91722,222785,41,50,24,252330,8578,32.6,0
37,1453179,899228,426898,51,64,17,82726,22263,29.38,0
33,934172,745519,18228,27,69,17,912560,11668,1.95,0
40,309779,290740,493515,40,71,21,229087,17922,159.31,0
45,1267133,661340,24009,44,83,16,655851,13232,1.89,0
24,1407708,150808,262238,94,99,26,227435,10092,18.63,0
30,652082,305416,80636,93,82,9,779260,35234,12.37,0
23,534248,312128,183293,85,58,2,68277,44975,34.31,0
38,861440,795569,98453,19,52,11,841670,41482,11.43,0
56,1393502,448455,410646,41,51,15,545035,19117,29.47,0
42,923055,820340,428787,8,53,3,171989,34258,46.45,0
54,1432630,928383,54486,26,65,24,564665,32190,3.8,0
28,765369,363030,352654,85,82,16,658314,24095,46.08,0
39,1121872,939856,489881,26,58,21,317100,19302,43.67,0
57,954981,470411,193366,85,89,19,116017,11226,20.25,0
26,581325,154697,260243,82,87,22,108684,41934,44.77,0
46,1013526,538075,20860,82,67,6,527634,11903,2.06,0
54,1163544,281572,334956,21,65,14,819989,23409,28.79,0
26,528910,807130,328231,76,57,5,185407,43446,62.06,0
57,1403639,670587,244856,94,72,5,219087,15885,17.44,0
53,883970,740034,401702,98,85,6,623751,7099,45.44,0
42,805751,199177,214135,90,52,18,567580,27076,26.58,0
41,673656,210811,49607,84,64,22,815923,43927,7.36,0
26,1158379,556957,402961,98,87,18,460510,47578,34.79,0
26,1274657,213041,368808,84,82,19,600917,10726,28.93,0
24,1272930,588785,209605,42,67,2,499760,10540,16.47,0
50,817585,445032,18330,28,72,17,993144,9102,2.24,0
31,1004732,828492,382947,10,92,28,290267,13754,38.11,1
50,1312960,955347,171150,72,52,1,233544,37612,13.04,0
51,1047324,307471,186404,86,79,9,598906,34363,17.8,0
44,235525,142019,497337,10,94,13,486812,9330,211.16,0
29,1144036,764614,447748,30,66,4,558576,1241,39.14,0
23,206464,159017,252134,95,99,5,643138,19747,122.12,0
51,575572,905817,221437,45,81,26,624235,48770,38.47,0
57,1361140,268220,305480,79,95,23,375364,1134,22.44,0
56,756922,155153,8070,42,56,18,55091,28835,1.07,0
44,394215,608114,1320,84,88,28,140180,21145,0.33,0
51,465039,684322,351187,87,63,27,651910,36394,75.52,0
26,1167241,658530,301065,47,64,10,482088,44084,25.79,0
22,304127,959498,6589,57,93,25,200288,32119,2.17,0
40,296426,624388,457625,19,61,28,506676,32093,154.38,0
48,1149520,795459,355139,94,57,4,912162,8179,30.89,0
31,1440952,961602,15589,60,65,26,480378,35278,1.08,0
24,1260538,971863,36375,60,90,26,724145,46813,2.89,0
35,233302,408349,43085,35,83,13,716357,20180,18.47,1
26,204011,62809,60840,87,95,13,996541,7907,29.82,0
50,219782,638738,174272,61,73,17,453909,38280,79.29,0
58,1447339,350572,98704,55,78,8,878818,38070,6.82,0
22,632941,909222,419948,28,65,4,963216,44728,66.35,0
35,1292035,161126,359191,62,54,23,882646,5406,27.8,0
31,811533,402465,415642,77,54,3,156977,31003,51.22,0
28,722829,838525,30982,91,79,11,273735,20748,4.29,0
46,803151,618786,321864,8,99,12,70159,24152,40.08,0
25,1109638,690539,409962,14,99,9,678882,10591,36.95,1
26,1281345,615273,290658,67,54,15,140656,10742,22.68,0
46,569673,868441,195961,77,92,13,353833,4411,34.4,0
24,1273276,440659,397067,87,62,5,243448,17466,31.18,0
